1039234667835219969	1
1039234739037777921	1
1039234627943194626	1
1039234852111962114	1
1039235115124248577	1
1039235181486333952	2
1039235282451746817	1
1039235285056335874	1
1039235313376419841	1
1039235615752155138	1
1039235771172044801	1
1039235820903976960	1
1039235833436532736	1
1039235888990117894	1
1039235920396922881	1
1039236015737761792	1
1039236053889175554	1
1039236124537835520	1
1039236433678983168	1
1039236310110756870	1
1039236573248798721	1
1039236721156579328	1
1039236754396639232	1
1039236766807609344	1
1039236874961924100	1
1039237078851231744	1
1039237099608788993	1
1039237186586116096	1
1039237309445689344	2
1039237382694989824	1
1039237405902028806	1
1039237423828488194	1
1039237469449990145	1
1039237475976310785	2
1039237493667913728	1
1039237532725084160	2
1039237558528565248	1
1039237609380229122	1
1039237617966034950	1
1039237694172278784	1
1039238177637257217	2
1039238189842681857	1
1039238354703925248	1
1039238574980382720	1
1039238579975802880	1
1039238606307479553	1
1039238682975330306	2
1039239246626705408	1
1039239396980142080	1
1039239404274032640	1
1039239454660210694	1
1039239462121889792	1
1039239606024265728	1
1039239640061030400	1
1039239780616359936	1
1039239971838808066	1
1039239978155499521	2
1039240008585150467	1
1039240098565505025	3
1039240365104984064	1
1039240463436402695	1
1039240500602200066	1
1039240668454039554	1
1039240736791830528	1
1039240869688365057	1
1039241036898418688	1
1039241172655386626	1
1039241600059097088	1
1039241659979055104	1
1039241750030757888	1
1039241900329521152	1
1039242076867768320	1
1039242082194468868	1
1039242149051723776	3
1039242164193185792	1
1039242168186093568	1
1039242256182665217	1
1039242276562722817	1
1039242404094795777	2
1039242416811720704	1
1039242763978584064	1
1039242783180107781	1
1039242933252378624	1
1039242985098108930	1
1039243013095129090	2
1039243021450190848	1
1039243095374749698	1
1039243222416084992	1
1039243327034589184	1
1039243543636856836	1
1039243751896494081	1
1039243881978703872	1
1039244017203126272	2
1039244062430244866	1
1039244162934091779	1
1039244203254050818	1
1039244209595863040	2
1039244228935774208	1
1039244264742551552	1
1039244371579875329	1
1039244373567983616	1
1039244439212969984	1
1039244605718331392	2
1039244613754662915	1
1039244649205059584	2
1039244671233519617	2
1039244693899542528	1
1039244806889906176	1
1039245061249294336	1
1039245118790946817	1
1039245202601533441	1
1039245227414958083	1
1039245556365676546	1
1039245582173384706	1
1039245715493584899	1
1039245741783441408	1
1039245762205339648	1
1039245790605189121	1
1039245798880497664	1
1039245854358626305	1
1039245899673862145	1
1039245907806498816	4
1039245976614055936	2
1039246145220882437	1
1039246278100639744	1
1039246303589556224	1
1039246331812958209	1
1039246454492082178	1
1039246568220749824	1
1039246628002177025	1
1039246873347989505	1
1039246893518336000	1
1039247043447771136	1
1039247068584390656	1
1039247289326350338	2
1039247388152455168	2
1039247506742235136	2
1039247791032295424	2
1039247832564359174	1
1039248178783166465	1
1039248428755116032	1
1039248459662995458	1
1039248552533389313	3
1039248751439822848	2
1039248773661306880	1
1039248970340544514	2
1039249265015566336	1
1039249422536912903	1
1039249442757599232	1
1039249690376724480	2
1039249696487886848	2
1039249698748616705	1
1039249729702584320	2
1039249805556543488	2
1039249815971028992	1
1039249853346459654	1
1039249950226374656	1
1039250160524570624	1
1039250163926265863	1
1039250221476208640	1
1039250221652500482	1
1039250282717306881	1
1039250315135131648	1
1039250326270959618	1
1039250601278951424	2
1039250639459680257	1
1039250673160794114	1
1039250706824404993	2
1039250736490655745	1
1039250760452788225	1
1039250788286181378	1
1039250794388840448	1
1039250903021363200	1
1039250930838003712	2
1039251061041704961	2
1039251066951356416	1
1039251164334837762	1
1039251335475093508	2
1039251403716407298	2
1039251666623705089	1
1039251680150269952	1
1039251821582340097	1
1039251864263553024	1
1039251897616543744	1
1039251984665255936	1
1039252051845435392	1
1039252187925295105	1
1039252232158543872	1
1039252359715729409	1
1039252436723159041	3
1039252532537614336	1
1039252565450469381	1
1039252586430427136	1
1039252741472759815	1
1039252815103909888	1
1039252861086035969	2
1039253244537708544	1
1039253332429336576	1
1039253443268018184	1
1039253572628692992	1
1039253686839652352	1
1039253783254106112	1
1039253886471614464	1
1039253991249465344	1
1039254049147834368	1
1039254050104070145	1
1039254254668730368	2
1039254288806100992	1
1039254343696826368	1
1039254424605155329	2
1039254541865238528	1
1039254715643645952	1
1039254736975872001	3
1039254855402106881	4
1039254905834299393	1
1039254919163785218	1
1039254952600891393	4
1039255131877978113	1
1039255199184027648	1
1039255218045825024	1
1039255435814084608	1
1039255589593931776	1
1039255671953403905	1
1039255775334543361	1
1039255830481264642	1
1039255888824086533	1
1039256185495408640	1
1039256194781773824	2
1039256291573747713	1
1039256383370264576	1
1039256400210345986	2
1039256408674512896	2
1039256417134419968	1
1039256560432820224	1
1039256701281689600	1
1039256704934928388	1
1039256903572967424	1
1039256923147849729	1
1039256968295268352	2
1039257205747240960	2
1039257269446291462	1
1039257297266995201	1
1039257323418595328	1
1039257383732539392	1
1039257420080586754	1
1039257524497727488	2
1039257669909897216	1
1039257690436825089	1
1039257915218178048	1
1039258363933143040	1
1039258429724999682	1
1039258587351207938	1
1039258724903333888	1
1039258911365259264	2
1039259152965664768	1
1039259349636599809	1
1039259734724038658	1
1039259828789669891	1
1039260017075974146	1
1039260242373160961	1
1039260327035187200	1
1039260348048662530	1
1039260453120163842	1
1039260594052857857	1
1039260625619353600	1
1039260722268721159	1
1039260854326312962	2
1039260948681371649	1
1039261078344085504	1
1039261267385565184	1
1039261367809855490	1
1039261403285078017	1
1039261502165975042	2
1039261552363425792	1
1039261591030693891	1
1039261618377555969	1
1039261639143436288	1
1039261736912736258	1
1039261751827750912	1
1039261762833530880	1
1039261797763694592	1
1039261799026241538	1
1039261802423611392	1
1039261881532342274	1
1039261907998453760	1
1039261930102448128	2
1039261950025318402	1
1039261962759225344	1
1039262020728750080	1
1039262095454416896	1
1039262141394632706	1
1039262144326447105	1
1039262156892635136	1
1039262196956585985	1
1039262223514984449	1
1039262309045207040	1
1039262497482698756	1
1039262499462422529	1
1039262864903745536	1
1039262896679604224	1
1039262958847705089	1
1039263095938580480	2
1039263179451326464	1
1039263288385658880	2
1039263544917864450	2
1039263653533499393	1
1039263693723197440	1
1039263700669145089	1
1039264012389609473	1
1039264208729333763	1
1039264287506587648	2
1039264513017536512	1
1039264628575035392	1
1039264684715593728	1
1039264886549819393	1
1039264952731688961	2
1039265007756824577	1
1039265309285175297	1
1039265669928378369	2
1039265765424340993	1
1039265777453555712	1
1039265878435610624	1
1039265940121112576	1
1039266005850120192	1
1039266045708705792	2
1039266200256163841	1
